type,geometry_type,geometry_coordinates,properties_state,properties_code,properties_name,properties_zone,properties_address,geometry
Feature,Point,"[81.69873199999999, 27.487001000000003]",Uttar Pradesh,CLW,Chilwariya,NER,"Bahraich, Uttar Pradesh",
Feature,,,,OKAC,OKAC,,,
Feature,Point,"[82.56115799999999, 26.913411]",,GAUR,GAUR,,,
Feature,Point,"[82.639707, 26.882281000000003]",,TH,TINICH,,,
Feature,Point,"[84.03310139999999, 26.3104766]",,BHTR,BHATPAR RANI,,,
Feature,Point,"[85.354709, 26.034431]",,TUR,TURKI,,,
Feature,Point,"[85.38359600000001, 26.097367]",,RD,RAM DAYALU NAGAR,,,
Feature,Point,"[79.306506, 28.469954]",,BTO,BHITAURA,,,
Feature,Point,"[79.34185199999999, 28.433371]",,PKRA,PARSA KHERA,,,
Feature,Point,"[79.42916573, 28.3087958495]",,CHTI,CHANETI,,,
Feature,Point,"[79.62578099999999, 28.083668]",,BLPU,BILPUR,,,
Feature,Point,"[79.674809, 28.03708]",,MK,MIRANPUR KATRA,,,
Feature,Point,"[79.71796182739999, 27.988261374]",,MILA,MILAKPUR HALT,,,
Feature,Point,"[79.741776, 27.972984]",,TLH,TILHAR,,,
Feature,Point,"[75.353696, 11.911049]",Kerala,CQL,CHIRAKKAL,SR,"Kannur district, Kerala",
Feature,Point,"[76.20943, 10.535053999999999]",,PNQ,PUNKUNNAM,,,
Feature,Point,"[76.207919, 10.514790000000001]",,TCR,THRISUR,,,
Feature,Point,"[76.932807, 11.934891]",Karnataka,CMNR,CHAMARAJANAGAR,SWR,"Chamarajnagar, Karnataka",
Feature,Point,"[76.637861, 12.29844]",Karnataka,CMJ,CHAMARAJAPURAM,SWR,"Mysore, Karnataka",
Feature,Point,"[77.649646, 22.917359]",,BKA,BARKHERA,,,
Feature,Point,"[77.587299, 22.994912]",,ODG,OBAIDULLA GANJ,,,
Feature,Point,"[72.944978, 20.845167]",Gujarat,ACL,ANCHELI,WR,"Navsari, Gujarat",
Feature,Point,"[70.290734, 21.055196000000002]",Gujarat,CVR,CHORVAD ROAD,WR,"Gadu, Gujarat",
Feature,Point,"[75.402851, 19.859565]",Maharashtra,CTH,CHIKALTHANA,SCR,"Aurangabad, Maharashtra",
Feature,Point,"[82.12739309999999, 26.6360965]",Uttar Pradesh,BTKD,BHARATKUND,NR,"Bikapur, Uttar Pradesh",
Feature,Point,"[75.32156499999999, 31.949113]",Punjab,DHW,Dhariwal,NR,"Dhariwal, Punjab",
Feature,Point,"[85.27660900000001, 25.779962]",,SAI,SARAI,,,
Feature,Point,"[84.915988, 22.068676999999997]",Orissa,CPE,Chandiposi,SER,"National Highway 23, Orissa",
Feature,Point,"[77.1169303369, 19.1803282622]",Maharashtra,CRU,CHUDAWA,SCR,"Hingoli, Maharashtra",
Feature,Point,"[89.977952, 26.023137000000002]",Assam,DBB,DHUBRI,NFR,"Dhubri, Assam",
Feature,Point,"[76.96379300000001, 29.388948]",,PNP,PANIPAT JN,,,
Feature,Point,"[78.27585499999999, 29.13201]",Uttar Pradesh,CPS,CHANDPUR SIAU HALT,NR,"Chandpur, Uttar Pradesh",
Feature,Point,"[70.53884199999999, 22.427916]",Gujarat,CX,CHANOL,WR,"State Highway 25, Gujarat",
Feature,Point,"[85.365246145, 25.6767202377]",Bihar,CSR,CHAK SIKANDAR,ECR,"Chak Sikander, Bihar",
Feature,Point,"[84.487603186, 25.3615157718]",Bihar,CRQ,Charpokhari Halt,ECR,"Charpokhari, Bihar",
Feature,Point,"[75.9006577881, 21.0097131944]",,VNA,VARANGAON,,,
Feature,Point,"[85.353298, 26.7174]",Bihar,DAG,DHANG,ECR,"Bhang, Bihar",
Feature,Point,"[75.6466632, 29.0094584]",Haryana,CRW,Charaud,NWR,"National Highway 65, Haryana",
Feature,Point,"[80.626207, 21.218301]",,BTL,BORTALAO,,,
Feature,Point,"[83.102414, 21.99178]",,KHS,KHARSIA,,,
Feature,Point,"[83.182508, 21.988744]",,ROB,ROBERTSON,,,
Feature,Point,"[92.511718, 26.202272]",Assam,CPK,CHAPARMUKH JN,NFR,"Chaparmukh, Assam",
Feature,Point,"[76.014229, 30.365958000000003]",Punjab,CTW,Chhintanwala,NR,"Sherpur Sodhian Link Rd, Punjab",
Feature,Point,"[76.386431, 14.231154]",Karnataka,CTA,Chitradurg,SWR,"Chitradurga, Karnataka",
Feature,,,Gujarat,AAV,Ambav,WR,"Ambav, Gujarat",
Feature,Point,"[80.58380799999999, 16.124988000000002]",,MDKU,MODUKURU,,,
Feature,Point,"[80.58648699999999, 16.157497]",,TSR,TSUNDURU,,,
Feature,Point,"[81.606702, 16.831606]",,NBM,NAVABPALEM,,,
Feature,Point,"[87.038724, 21.666901]",,NMBR,N MAYURBHANJ ROAD,,,
Feature,Point,"[87.0637831, 21.7029241]",,BTS,BASTA,,,
Feature,Point,"[74.014286, 22.314788]",Gujarat,CTD,Chhota Udepur,WR,"Vadodara, Gujarat",
Feature,Point,"[95.61698200000001, 27.383483]",Assam,DBY,Digboi,NFR,"Tinsukia, Assam",
Feature,Point,"[77.1556666229, 19.430619765]",Maharashtra,CWI,CHONDI,SCR,"Parbhani, Maharashtra",
Feature,Point,"[77.6629705685, 13.010940720799999]",Karnataka,CSDR,CHANNASANDRA,SWR,"Bengaluru, Karnataka",
Feature,Point,"[76.641926, 10.802091]",,PGT,PALAKKAD,,,
Feature,Point,"[75.33241, 27.112061]",Rajasthan,MNHA,Mindha,NWR,"Minda to Mandha Bhimsingh Rd, Rajasthan",
Feature,Point,"[72.748038, 23.168331000000002]",Gujarat,DBO,DABHODA,WR,"Dabhoda, Gujarat",
Feature,Point,"[74.54288000000001, 29.859997]",Rajasthan,DABN,DHABAN,NWR,"Sangaria, Rajasthan",
Feature,Point,"[74.19093000000001, 29.542416]",Rajasthan,DBI,DABLI RATHAN,NWR,"Hanumangarh, Rajasthan",
Feature,Point,"[72.367959, 23.918067]",Gujarat,SID,SIDDHPUR,WR,"State Highway 41, Gujarat",
Feature,Point,"[85.466475, 23.643461000000002]",,ARGD,ARIGADA,ECR,,
Feature,Point,"[81.287323, 23.994088]",Madhya Pradesh,CTJ,CHHATAINI,WCR,"Awasthi Sadan Rd, Madhya Pradesh",
Feature,Point,"[80.48673398129999, 23.7758696073]",Madhya Pradesh,KTKD,KATANGI KHURD,WCR,"State Highway 10, Madhya Pradesh",
Feature,Point,"[75.94413499999999, 22.450677]",Madhya Pradesh,CRL,Choral,WR,"SH 27, Madhya Pradesh",
Feature,Point,"[91.860783, 23.930507]",Tripura,ABSA,Ambassa,NFR,"Ambassa, Tripura",
Feature,Point,"[73.19955399999999, 23.289155]",,NVP,Navalpura,,,
Feature,Point,"[76.720809, 21.361353]",Madhya Pradesh,DBKA,Dabka,SCR,"Amlakhurd, Madhya Pradesh",
Feature,Point,"[88.80796000000001, 22.656633999999997]",West Bengal,CQR,Champapukur,ER,"Kholapota, West Bengal",
Feature,Point,"[77.166876, 28.714564]",,NDAZ,NAYA AZADPUR,,,
Feature,Point,"[77.16670699999999, 28.714205]",,ANDI,ADARSH NAGAR DELHI,,,
Feature,Point,"[74.966203, 28.288281]",Rajasthan,CUR,Churu,NWR,"Churu, Rajasthan",
Feature,Point,"[77.1377425, 28.746799999999997]",,BHD,BADLI,,,
Feature,Point,"[77.115838, 28.769717999999997]",,KHKN,KHERA KALAN,,,
Feature,Point,"[77.102334, 28.801187]",,HUK,HOLAMBI KALAN,,,
Feature,Point,"[77.085727, 28.846886]",,NUR,NARELA,,,
Feature,Point,"[78.953212, 22.058201]",Madhya Pradesh,CWA,Chhindwara Junction,SECR,"Chhindwara, Madhya Pradesh",
Feature,Point,"[77.05914800000001, 28.904132]",,RDDE,RATHDHANA,,,
Feature,Point,"[76.64532, 8.932478000000001]",Kerala,CTPE,Chandanattop Halt,SR,"Kilikkollur, Kerala",
Feature,Point,"[77.039135, 28.945425]",,HNN,HARANA KALAN,,,
Feature,Point,"[77.017343, 28.989423000000002]",,SNP,SONIPAT,,,
Feature,Point,"[77.012589, 29.063432000000002]",,SLKN,SANDAL KALAN,,,
Feature,Point,"[77.012109, 29.090744]",,RUG,RAJLU GARHI,,,
Feature,Point,"[77.01074999999999, 29.130776]",,GNU,GANAUR,,,
Feature,Point,"[77.0082364, 29.1852092]",,BDMJ,BHODWAL MAJRI,,,
Feature,Point,"[77.003034, 29.240172]",,SMK,SAMALKHA,,,
Feature,Point,"[76.980194, 29.318564]",,DWNA,DIWANA,,,
Feature,Point,"[76.966178, 29.449652]",,BBDE,BABARPUR,,,
Feature,Point,"[76.968758, 29.494782]",,KFU,KOHAND,,,
Feature,Point,"[76.96575000000001, 29.541636]",,GRA,GHARAUNDA,,,
Feature,Point,"[76.965812, 29.613391]",,BZJT,BAZIDA JATAN,,,
Feature,Point,"[76.969821, 29.694566000000002]",,KUN,KARNAL,,,
Feature,Point,"[76.95536200000001, 29.751544]",,BZK,BHAINI KHURD,,,
Feature,Point,"[76.93858, 29.797906]",,TRR,TARAORI,,,
Feature,Point,"[76.925491, 29.831492]",,NLKR,NILOKHERI,,,
Feature,Point,"[76.852795, 29.969440000000002]",,KKDE,KURUKSHETRA JN,,,
Feature,Point,"[77.124352, 8.378802]",Kerala,DAVM,DHANUVACHAPURAM,SR,"Dhanuvachapuram, Kerala",
Feature,Point,"[82.590027, 18.922722]",Orissa,CTS,CHATTRIPUT,ECoR,"Jeypore, Orissa",
Feature,Point,"[75.56132, 31.346977000000003]",Punjab,DAVJ,D.A.V.C.H. JALANDHAR,NR,"Jalandhar, Punjab",
Feature,Point,"[77.14358825779999, 28.628342466499998]",Delhi NCT,DLPI,INDRAPURI,NR,"Delhi Cantonment, Delhi NCT",
Feature,Point,"[79.92761300000001, 23.110295]",Madhya Pradesh,GRG,Guwarighat,SECR,"Gwarighat, Madhya Pradesh",
Feature,Point,"[77.186969, 28.582121]",Delhi NCT,DSJ,DELHI SAFDARJUNG,NR,"Netaji Nagar, Delhi NCT",
Feature,Point,"[76.803295, 29.253606]",Haryana,DHRN,DHURANA,NR,"Panipat, Haryana",
Feature,Point,"[72.902042, 25.934458]",Rajasthan,DUK,DUDIA,NWR,"Dundara, Rajasthan",
Feature,Point,"[76.70013, 15.227107]",Karnataka,DAJ,DUROJI,SWR,"Bellary, Karnataka",
Feature,Point,"[86.01624276369999, 25.4012639369]",,BTPH,CHAKIA THERMAL HALT,,,
Feature,Point,"[82.875333703, 22.0159803866]",,JDDA,JATHA,,,
Feature,Point,"[83.050747, 21.999876]",,JDI,JHARRADIH,,,
Feature,Point,"[78.761747, 10.037610999999998]",Tamil Nadu,DKO,Devakottai Road,SR,"NH 210, Tamil Nadu",
Feature,Point,"[78.303084, 28.19378]",Uttar Pradesh,DIB,DIBAI,NR,"Dibai, Uttar Pradesh",
Feature,Point,"[80.3239098425, 26.4531901925]",,CNJO,JUHI OUTER CABIN,,,
Feature,Point,"[74.58561499999999, 25.578333999999998]",Rajasthan,LMA,LAMBIYA,NWR,"National Highway 79, Rajasthan",
Feature,,,,DBLG,DBLG,,,
Feature,Point,"[73.855552, 25.610206]",Rajasthan,DOHM,Devgarh Madriya,NWR,"Devgarh, Rajasthan",
Feature,,,,NHLG,NHLG,,,
Feature,Point,"[78.53134999999999, 17.456247]",Andhra Pradesh,DYE,DAYANAND NAGAR,SCR,"Secunderabad, Andhra Pradesh",
Feature,Point,"[78.470315, 17.674226]",Andhra Pradesh,DBV,DABILPUR,SCR,"Rangareddy, Andhra Pradesh",
Feature,,,,JGLP,JGLP,,,
Feature,Point,"[76.930886, 28.700863000000002]",Haryana,BGZ,BAHADURGARH,NR,"Bahadurgarh, Haryana",
Feature,,,,PNSR,PNSR,,,
Feature,Point,"[71.509053, 21.688346]",Gujarat,DME,DAMNAGAR,WR,"Damnagar, Gujarat",
Feature,Point,"[88.613551, 23.242037]",West Bengal,AG,Aranghata,ER,"Haranath Para Ln, West Bengal",
Feature,Point,"[81.64411, 16.709921]",Andhra Pradesh,RLG,RELANGI,SCR,"Relangi, Andhra Pradesh",
Feature,Point,"[81.44306300000001, 21.209789]",,CCAB,BMY C CABIN,,,
Feature,Point,"[76.736112, 19.106268]",Maharashtra,DNDI,DHONDI,SCR,"State Highway 148, Maharashtra",
Feature,Point,"[80.557243, 16.067904]",,NDO,NIDUBROLU,,,
Feature,Point,"[74.02541699999999, 30.408641]",Punjab,FKA,Fazilka,NR,"Fazilka, Punjab",
Feature,Point,"[81.526314, 16.809960999999998]",,TDD,TADEPALLIGUDEM,,,
Feature,Point,"[81.581431, 16.820864999999998]",,PTPU,PRATTIAPADU,,,
Feature,Point,"[78.822411, 21.621177]",Madhya Pradesh,BDHT,Bardi Halt,SECR,"State Highway 19, Madhya Pradesh",
Feature,Point,"[77.652122, 13.183156]",Karnataka,DJL,Dodajala Lake,SWR,"Hosur Road., Karnataka",
Feature,Point,"[92.45086500000001, 26.453101]",Assam,DIU,Dhing,NFR,"National Highway 37, Assam",
Feature,Point,"[72.096828, 24.631708]",Gujarat,DGQ,Dugdol,NWR,"Dhanera, Gujarat",
Feature,Point,"[75.047442, 30.834858]",Punjab,DAU,Dagru,NR,"Dagru, Punjab",
Feature,Point,"[85.24335073670001, 25.737421135399998]",,GWH,GHOSHAWAR,,,
Feature,Point,"[85.2155, 25.702909000000002]",,HJP,HAJIPUR JN,,,
Feature,,,,ENBG,ENBG,,,
Feature,Point,"[76.26070700000001, 10.420507]",,PUK,PUDUKAD,,,
Feature,Point,"[76.275994, 10.392415000000002]",,NYI,NELLAYI,,,
Feature,Point,"[77.448615, 11.156494]",,UKL,UTTUKULI,,,
Feature,Point,"[77.341247, 11.108906]",,TUP,TIRUPPUR,,,
Feature,Point,"[77.18638, 11.087247]",,SNO,SOMANUR,,,
Feature,Point,"[77.11729, 11.049634]",,SUU,SULUR ROAD,,,
Feature,Point,"[77.06913399999999, 11.017199]",,IGU,IRUGUR,,,
Feature,Point,"[77.03945900000001, 11.012921]",,SHI,SINGANALLUR,,,
Feature,Point,"[76.999566, 11.033241]",,PLMD,PILAMEDU,,,
Feature,Point,"[76.966298, 10.997639]",,CBE,COIMBATORE JN,,,
Feature,Point,"[76.990125, 10.965425]",,PTJ,PODANUR JN,,,
Feature,Point,"[76.94295000000001, 10.900858]",,MDKI,MADUKARAI,,,
Feature,Point,"[76.280924, 10.339456]",,IJK,IRINJALAKUDA,,,
Feature,Point,"[76.3218076, 10.3017975]",,CKI,CHALAKUDI,,,
Feature,Point,"[76.3363143628, 10.2853993721]",,DINR,DIVINE NAGAR,,,
Feature,Point,"[76.355901, 10.260123]",,KRAN,KORATTI ANGADI,,,
Feature,Point,"[76.373077, 10.225757]",,KUC,KARUKKUTTY,,,
Feature,Point,"[76.37786, 10.183676]",,AFK,ANGAMALI,,,
Feature,Point,"[76.37218899999999, 10.133064]",,CWR,CHOVVARA,,,
Feature,Point,"[88.263326, 27.038151]",West Bengal,DJ,Darjeeling,NFR,"Darjeeling, West Bengal",
Feature,Point,"[76.356508, 10.108163]",,AWY,ALUVA,,,
Feature,Point,"[76.32695600000001, 10.061818]",,KLMR,KALAMASSERY,,,
Feature,Point,"[76.298271, 10.034338]",,IPL,EDAPPALLY,,,
Feature,Point,"[76.2861, 9.991582000000001]",,ERN,ERNAKULAM TOWN,,,
Feature,Point,"[76.89715500000001, 10.898788]",,ETMD,ETTIMADAI,,,
Feature,Point,"[76.8376135147, 10.8471810329]",,WRA,WALAYAR,,,
Feature,Point,"[76.276917865, 30.3379133215]",Punjab,DBN,Dhablan,NR,"Gurudwara Ishar Darbar Rd, Punjab",
Feature,Point,"[81.488923, 18.927979999999998]",Chhattisgarh,DBF,Dabpal,?,"Dabpal, Chhattisgarh",
Feature,Point,"[92.481039, 26.455873]",Assam,DBZ,Dhing Bazar,NFR,"Mathaouri Rd, Assam",
Feature,Point,"[76.801793, 10.837164999999999]",,CLMD,CHULLIMADA,,,
Feature,Point,"[76.693457, 10.815731]",,KTKU,KOTTEKAD,,,
Feature,Point,"[73.65658, 28.417832]",Rajasthan,DLC,DALMERA,NWR,"Bikaner, Rajasthan",
Feature,Point,"[76.30765699999999, 9.933729]",,TNU,TIRUNETTUR,,,
Feature,Point,"[76.3116, 9.906723]",,KUMM,KUMBALAM,,,
Feature,Point,"[76.30283299999999, 9.8791031]",,AROR,AROOR HALT,,,
Feature,Point,"[76.302391, 9.820288000000001]",,EZP,EZHUPPUNNA,,,
Feature,Point,"[76.309979, 9.772809]",,TUVR,TURAVUR,,,
Feature,Point,"[76.28985899999999, 9.978060000000001]",,ERSC,ERNAKULAM JN. C,,,
Feature,Point,"[82.50739300000001, 18.945173]",Orissa,DIR,DHANAPUR ORISSA,ECoR,"National Highway 43, Orissa",
Feature,Point,"[79.476473, 28.64478]",Uttar Pradesh,DRN,DEORANIAN,NER,"SH 37, Uttar Pradesh",
Feature,Point,"[86.134476, 25.425296]",Bihar,BGS,BEGU SARAI,ECR,"06243-222853, Bihar",
Feature,Point,"[79.96972000000001, 23.846381]",,BQQ,BAKHLETA,,,
Feature,Point,"[74.65595449829999, 25.9027951891]",Rajasthan,GBP,GULABPURA,NWR,"Gulabpura, Rajasthan",
Feature,Point,"[80.140267, 23.904168]",,REI,RITHI,,,
Feature,Point,"[78.7596338837, 28.83865785]",,MBWC,MORADABAD WEST,,,
Feature,Point,"[78.73559542849999, 28.8719872056]",,HRH,HARTHALA,,,
Feature,Point,"[78.439153, 26.480421000000003]",Madhya Pradesh,GOA,GOHAD ROAD,NCR,"Bhind, Madhya Pradesh",
Feature,Point,"[78.13275402709999, 19.465517438899997]",Maharashtra,DHNR,DHANORA DECCAN,SCR,"Kinwat, Maharashtra",
Feature,Point,"[81.828816, 25.446241]",,ALD,ALLAHABAD JN,,,
Feature,Point,"[78.65391899999999, 27.571173]",Uttar Pradesh,ETAH,Etah,NCR,"Etah, Uttar Pradesh",
Feature,Point,"[72.568831, 23.02676]",Gujarat,GG,GANDHIGRAM,WR,"Ahmedabad, Gujarat",
Feature,Point,"[75.78867170000001, 21.0472812]",,BSL,BHUSAVAL JN,,,
Feature,Point,"[73.077841, 19.211345]",,KOPR,KOPAR ROAD,,,
Feature,Point,"[88.087286, 23.71822]",West Bengal,GGLE,GANGATIKURI,ER,"State Highway 6, West Bengal",
Feature,Point,"[84.084599, 24.953195]",,KWD,KARWANDIA,,,
Feature,Point,"[70.64304, 25.743851]",Rajasthan,GDD,Gadra Road,NWR,"Gadara, Rajasthan",
Feature,Point,"[84.019423, 24.955926]",,SSM,SASARAM,,,
Feature,Point,"[88.31182199999999, 23.277796]",West Bengal,DTAE,DHATRIGRAM,ER,"Dhatrigram, West Bengal",
Feature,Point,"[78.71490899999999, 20.776649999999997]",,SLOR,SELOO ROAD,,,
Feature,Point,"[78.883342, 20.816446]",,SNI,SINDI,,,
Feature,Point,"[73.19870999999999, 23.351916]",Gujarat,DNUA,Dhansura,WR,"State Highway 68, Gujarat",
Feature,Point,"[82.743775, 22.019979]",,SGRD,SULGARE,,,
Feature,Point,"[82.813724, 22.011725000000002]",,BUA,BARADWAR,,,
Feature,Point,"[82.956526, 22.011785000000003]",,SKT,SAKTI,,,
Feature,Point,"[78.05712899000001, 10.515627989999999]",Tamil Nadu,EDU,ERIODU,SR,"State Highway 74, Tamil Nadu",
Feature,Point,"[81.648076, 27.111885]",,SUJ,SARJU,,,
Feature,Point,"[77.786203, 8.830736]",Tamil Nadu,GDN,GANGAIKONDAN,SR,"Thoothukudi, Tamil Nadu",
Feature,Point,"[77.941557, 29.814493]",,LDR,LANDAURA,,,
Feature,Point,"[79.13019, 28.658317]",,DUN,DUGANPUR,,,
Feature,Point,"[79.371946, 28.396895]",,CBJ,CLUTTER BUCK GANJ,,,
Feature,Point,"[79.4108444, 28.337154299999998]",,BE,BAREILLY,,,
Feature,,,,NHGJ,NHGJ,,,
Feature,Point,"[92.798715, 25.090538]",Assam,DTC,DITOKCHERRA,NFR,"North Cachar Hills, Assam",
Feature,Point,"[92.581099, 24.872902]",Assam,BPG,BADURPUR GHAT,NFR,"National Highway 53, Assam",
Feature,Point,"[76.794583, 25.845508]",Rajasthan,GIW,Girdharpur,NCR,"State Highway 6, Rajasthan",
Feature,Point,"[79.47445900000001, 28.26396]",,RYS,RASURIYA,,,
Feature,Point,"[85.099366, 25.763263]",,NYO,NAYAGAON,,,
Feature,Point,"[85.133951, 25.741290999999997]",,PMU,PARMANANDPUR,,,
Feature,Point,"[82.5441789069, 27.526839296800002]",Uttar Pradesh,GIR,Gainsari Junction,NER,"Balrampur, Uttar Pradesh",
Feature,Point,"[80.46842480000001, 15.9086144]",,BPP,BAPATLA,,,
Feature,Point,"[80.514466, 15.970371]",,APL,APPIKATLA,,,
Feature,Point,"[80.54154100000001, 16.025343]",,MCVM,MACHAVARAM,,,
Feature,Point,"[81.396533, 16.819948]",,CEL,CHEBROL,,,
Feature,Point,"[86.468503, 26.282768]",Bihar,GGH,Ghogardiha,ECR,"Ghoghardiha, Bihar",
Feature,Point,"[81.473751, 16.828104]",,BPY,BADAMPUDI,,,
Feature,Point,"[87.102374, 21.734258]",,ARD,AMARDA ROAD,,,
Feature,Point,"[77.628672, 11.25334]",,PY,PERUNDURAI,,,
Feature,Point,"[74.57257200000001, 30.189431000000003]",Punjab,FSR,FAQARSAR,NR,"Fakarsar, Punjab",
Feature,Point,"[94.0956546234, 26.5616754046]",Assam,CFG,CHAKITING,NFR,"Dhodar Ali, Assam",
Feature,Point,"[77.587299, 11.22501]",,IGR,INGUR,,,
Feature,Point,"[77.522231, 11.195525]",,VZ,VIJAYAMANGALAM,,,
Feature,Point,"[78.42932499999999, 24.998509000000002]",,DLA,DOULTA,,,
Feature,Point,"[78.414552, 25.039255]",,TBT,TALBAHAT,,,
Feature,Point,"[78.40284000000001, 25.0851]",,MZX,MATATILA,,,
Feature,Point,"[78.394254, 25.142923]",,BZY,BASAI,,,
Feature,Point,"[78.451748, 25.237832]",,BAB,BABINA,,,
Feature,Point,"[78.478365, 25.304157999999997]",,KHJ,KHAJRAHA,,,
Feature,Point,"[78.51774610000001, 25.3764678]",,BJI,BIJAULI,,,
Feature,Point,"[78.545787, 25.41949]",,JHSA,JHANSI A CABIN,,,
Feature,Point,"[78.55298499999999, 25.443585]",,JHS,JHANSI JN,,,
Feature,Point,"[78.509084, 25.530800000000003]",,KRQ,KARARI,,,
Feature,Point,"[78.456356, 25.641070000000003]",,DAA,DATIA,,,
Feature,Point,"[78.409099, 25.730668]",,SOR,SONAGIR,,,
Feature,Point,"[78.381661, 25.811253999999998]",,KTRA,KOTRA,,,
Feature,Point,"[78.331015, 25.881197]",,DBA,DABRA,,,
Feature,Point,"[78.3042595734, 25.9219956094]",,SMTL,SIMARIATAL,,,
Feature,Point,"[78.2761320917, 25.955389501299997]",,AEH,ANANT PAITH,,,
Feature,Point,"[80.143212, 27.081164]",Uttar Pradesh,FRH,Farhatnagar,NR,"Farhatnagar, Uttar Pradesh",
Feature,Point,"[85.6329945703, 23.3498809788]",Jharkhand,GATD,Gautamdhara,SER,"Gautamdhara, Jharkhand",
Feature,Point,"[70.919246, 20.906347]",Gujarat,GEG,Gir Gadhara,WR,"Junagadh, Gujarat",
Feature,Point,"[73.81311799999999, 25.623979]",Rajasthan,FLD,Phulad,NWR,"State Highway 62, Rajasthan",
Feature,Point,"[81.930509, 27.20976]",Uttar Pradesh,GADM,Ganga Dham,NER,"Ganga Dham, Uttar Pradesh",
Feature,Point,"[81.550321, 20.714515000000002]",Chhattisgarh,DTR,Dhamtari,SECR,"Dhamtari, Chhattisgarh",
Feature,Point,"[72.378575, 23.960815999999998]",Gujarat,DRW,DHAREWADA,WR,"Unjha, Gujarat",
Feature,Point,"[73.279577, 25.300189]",Rajasthan,KZQ,KHIMEL,NWR,"Jawai Bandh, Rajasthan",
Feature,Point,"[80.2834127417, 23.9150542164]",,HDU,HARDUA,,,
Feature,Point,"[79.533732, 29.215097]",Uttarakhand,HDW,HALDWANI,NER,"Haldwani, Uttarakhand",
Feature,Point,"[82.422049, 22.029121]",,AKT,AKALTARA,,,
Feature,Point,"[77.298175, 17.988470000000003]",Karnataka,HBU,Halbarga,SCR,"Halbarga, Karnataka",
Feature,Point,"[76.755511, 18.973377]",Maharashtra,GNH,GANGAKHER,SCR,"State Highway 217, Maharashtra",
Feature,Point,"[82.56458900000001, 22.022963999999998]",,NIA,NAILA,,,
Feature,Point,"[83.946305, 24.976944]",,KMGE,KUMAHU,,,
Feature,Point,"[83.895453, 24.999464999999997]",,SSG,SHIU SAGAR ROAD,,,
Feature,Point,"[82.665149, 22.034731]",,CPH,CHAMPA,,,
Feature,Point,"[75.68198989999999, 23.2008894]",Madhya Pradesh,GPX,Gautampura Road,WR,"Barnagar, Madhya Pradesh",
Feature,Point,"[73.183592, 23.596666]",Gujarat,RGQ,RAIGADH ROAD,NWR,"National Highway 8, Gujarat",
Feature,Point,"[72.36834, 22.68118]",Gujarat,GS,GODHANESHWAR,WR,"Bagodara Dholka Link Rd, Gujarat",
Feature,Point,"[77.801799, 28.582962]",Uttar Pradesh,GLH,Gulaothi,NR,"Gulaothi, Uttar Pradesh",
Feature,Point,"[88.912953, 22.570155]",West Bengal,HNB,Hasanabad,ER,"Taki, West Bengal",
Feature,Point,"[81.324846, 16.809911]",,PUA,PULLA,,,
Feature,Point,"[81.36421899999999, 16.815341]",,KKRM,KAIKORAM,,,
Feature,Point,"[87.22049100000001, 21.79749]",,JER,JALESWAR,,,
Feature,Point,"[80.893347, 25.869213]",,FYZ,FAIZULLAPUR,,,
Feature,Point,"[77.72593400000001, 11.327682]",,ED,ERODE JN,,,
Feature,Point,"[75.4910470972, 28.569053803099997]",Rajasthan,HR,Harpalu,NWR,"Bahal, Rajasthan",
Feature,Point,"[80.977088, 25.826999]",,RUB,RASULABAD,,,
Feature,Point,"[81.03942, 25.795325]",,SNIE,SATH NARAINI,,,
Feature,Point,"[74.49801, 15.754344]",Karnataka,DUR,DESUR,SWR,"Desur, Karnataka",
Feature,Point,"[74.855323, 16.571696999999997]",Karnataka,CNC,CHINCHLI,SWR,"Belagavi, Karnataka",
Feature,Point,"[78.656727, 28.989821]",,MTB,MATLABPUR,,,
Feature,Point,"[78.621471, 29.059768000000002]",,KNT,KANTH,,,
Feature,Point,"[78.613167, 29.118385]",,MWE,MEWA NAWADA,,,
Feature,Point,"[78.580977, 29.204807000000002]",,SEO,SEOHARA,,,
Feature,Point,"[78.536047, 29.249784000000002]",,CAJ,CHAKRAJ MAL,,,
Feature,Point,"[78.501588, 29.305446]",,DPR,DHAMPUR,,,
Feature,Point,"[78.47897300000001, 29.349034]",,HBW,HABIBWALA,,,
Feature,Point,"[71.38171899999999, 21.237962]",Gujarat,GKD,GADHAKDA,WR,"Gadhakada Rd, Gujarat",
Feature,Point,"[78.445574, 29.388929]",,PNI,PURAINI,,,
Feature,Point,"[78.424119, 29.437919]",,NGG,NAGINA,,,
Feature,Point,"[78.3932854, 29.522577000000002]",,BEK,BUNDKI,,,
Feature,Point,"[82.4272883557, 25.280144010999997]",Uttar Pradesh,GYN,GYANPUR ROAD,NER,"Bhadohi District, Uttar Pradesh",
Feature,Point,"[78.3756456903, 29.57239523]",,MSDR,MURSHADPUR,,,
Feature,Point,"[78.335733, 29.603540000000002]",,NBD,NAJIBABAD JN,,,
Feature,Point,"[78.27795372130001, 29.5937410175]",,FZL,FAZALPUR,,,
Feature,Point,"[78.152782, 29.576786]",,CNK,CHANDOK,,,
Feature,Point,"[78.1124328, 29.6274345]",,BLW,BALAWALI,,,
Feature,Point,"[78.0664335504, 29.6928321018]",,RSI,RAISI,,,
Feature,Point,"[70.9720505023, 23.552978399500002]",Gujarat,AAR,ADESAR,WR,"Dist. Kachchh, Gujarat",
